id;budget;genres;imdb_id;original_title;overview;popularity;poster_path;production_countries;release_date;title;vote_average;vote_count
401689;0;[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}];tt5327922;Mythica: The Godslayer;As the Lich King's zombie legions ravage the world, a cursed young sorceress (Marek) embarks on a quest to obtain a weapon from the gods, with her friend Dagen, a self-serving half-elf rogue. But when she joins her sworn enemy in a desperate attempt to save the world, she must recover the good in herself before her friends are all dead, and defeat the Lich King before the gods are destroyed and the world forever enslaved.;3.856.398;/a2RjGmJPfk3Wcb8wMoLe5dkxeMj.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];17/12/2016;Mythica: The Godslayer;5.3;14
370687;0;[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}];tt3608646;Mythica: The Necromancer;Mallister takes Thane prisoner and forces Marek and her team on a quest.  Marek tracks down the Necromancer for a final showdown for the Darkspore.;582.463;/pxtb9zC59Cd6jG1qXXcQawcNnSV.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];19/12/2015;Mythica: The Necromancer;5.5;27
30155;0;[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}];tt0943326;Naked Fear;When Diana (Danielle De Luca) takes a job as a stripper in a sleepy New Mexico town, she's unaware that her fellow dancers have been disappearing. The local sheriff (Joe Mantegna) is stumped, but Diana learns the truth when she becomes the next victim. Her abductor takes her into the desert, where he strips her and lets her go. Then, he begins to hunt Diana with a rifle through the wilderness as s;2.512.786;/dqbVSuoGo7WL1WRFJUHf9tJ5AkD.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];01/04/2007;Naked Fear;5.4;14
56763;0;[{'id': 28, 'name': 'Action'}];tt0110625;Nan quan wang;The narrative centres on a nomadic opera troupe who travel to various towns as part of their nationwide tour and astound the locals with their skills. When visiting a coastal town, one of the young performers becomes involved in a market brawl after two local bullies begin to push their weight around. The righteous young performer is saved from a vicious beating at the hands of the thugs by a mysterious fighter who uses his sublime abilities to save the day. He gradually reveals to his new friends that he is a former Shaolin student and a staunch patriot - readily opposing the Manchu rulers. In a finale filled with glorious fight action, the time for revenge is realised and the battle between good and evil once again takes place.;0.669701;/aw9awfTGk5R3pYiMlU3d1U98ihz.jpg;[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'CN', 'name': 'China'}];14/04/1984;The South Shaolin Master;8.0;1
47882;0;[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}];tt0031708;Nancy Drew and the Hidden Staircase;Nancy Drew and Ted Nickerson solve a murder and save two elderly ladies from losing their family home. The old mansion is complete with a moving wall and a hidden staircase.;0.153571;/uRGv8MDHy7mRjwCf1GsExRfNTqm.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];09/09/1939;Nancy Drew and the Hidden Staircase;7.4;4
23280;0;[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}];tt0031709;Nancy Drew... Reporter;"While participating in a contest at a local newspaper in which school children are asked to submit a news story, local attorney Carson Drew's daughter Nancy intercepts a real story assignment. She ""covers"" the inquest of the death of a woman who was poisoned. Nancy doesn't think the young woman accused of the crime is guilty and corrals her neighbor Ted into searching for a vital piece of evidence, and they stumble onto the identity of the real killer.";0.811435;/tHwdQMNXWD3ts4qrugbtI4oNfS6.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];18/02/1939;Nancy Drew... Reporter;6.7;5
47884;0;[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}];tt0031710;Nancy Drew... Trouble Shooter;Nancy Drew clears her Uncle Matt of murder charges when she exposes the real murderers. She and Ted find themselves in many dangerous positions such as trying to fly an airplane after the pilot parachuted out and being face-to-face with the murderer.;0.270507;/hnVjvIvm1Vn7mnKx0NcNv5OGSq0.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];17/06/1939;Nancy Drew... Trouble Shooter;7.5;3
47883;0;[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}];tt0030491;Nancy Drew: Detective;"Nancy Drew and Ted Nickerson solve a kidnapping case of a wealthy elderly lady. Ted has to disguise himself as a nurse while Nancy beomse a ""widow"" in order to locate the lady they are rescuing.";0.150389;/jV7xjJXmEuQEbJnXXdhA2BE71lc.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];19/11/1938;Nancy Drew: Detective;7.5;3
11283;25000000;[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt0396752;Nanny McPhee;Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.;9.806.554;/2DyvZv9hExVjZtL7861gWrxcrR6.jpg;[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];21/10/2005;Nanny McPhee;6.4;742
35019;35000000;[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}];tt1415283;Nanny McPhee and the Big Bang;Nanny McPhee appears at the door of a harried young mother, Mrs. Isabel Green, who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny McPhee discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.;8.983.275;/yBNytVM6U3godvMcwcOQWOvL0f.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}];26/03/2010;Nanny McPhee and the Big Bang;6.0;450
21925;3000000;[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 53, 'name': 'Thriller'}];tt0145937;Naqoyqatsi;A visual montage portrait of our contemporary world dominated by gobalized technology and violence.;2.850.011;/fjUy1cDHZo1infgvBsJ9ONUihSa.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];02/09/2002;Naqoyqatsi;6.1;37
18113;0;[{'id': 35, 'name': 'Comedy'}];tt0362511;National Lampoon Presents Dorm Daze;Chaos and misunderstandings ensue in a coed dorm;4.640.429;/y3cVjPxb3MOaogv1P2SCdUCOoyN.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];26/09/2003;National Lampoon Presents Dorm Daze;4.6;34
11418;0;[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];tt0089670;National Lampoon’s European Vacation;The Griswalds win a vacation to Europe on a game show, and thus pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.;11.457.485;/QbyzCI54hvCIwt1SQEsq7a6rp8.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];25/07/1985;National Lampoon’s European Vacation;6.0;232
11452;5000000;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];tt0283111;National Lampoon’s Van Wilder;Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.;7.668.576;/oYBUZdW55GPH8D3cPk1HjPQRoYP.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];29/03/2002;National Lampoon’s Van Wilder;5.9;867
5825;27000000;[{'id': 35, 'name': 'Comedy'}];tt0097958;National Lampoon's Christmas Vacation;It's Christmas time and the Griswolds are preparing for a family seasonal celebration, but things never run smoothly for Clark, his wife Ellen and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going knowing that his Christmas bonus is due soon.;9.802.574;/uh2sQFjRXCwexWcBtV7OEnL1c5G.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];01/12/1989;National Lampoon's Christmas Vacation;7.1;668
11153;15000000;[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}];tt0085995;National Lampoon's Vacation;Clark Griswold is on a quest to take his family on a quest to Walley World theme park for a vacation, but things don't go exactly as planned.;7.747.432;/ySI88wO1IFyKGWpSKRTSPilE3t2.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];28/07/1983;National Lampoon's Vacation;7.1;412
2059;100000000;[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}];tt0368891;National Treasure;Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.;18.932.203;/luMoc56LLMWUt60vUNNpwxrbTNt.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];19/11/2004;National Treasure;6.4;1974
6637;130000000;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}];tt0465234;National Treasure: Book of Secrets;Benjamin Franklin Gates and Dr. Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.;12.854.373;/sHr05tz70r7y8A6XrdCBsHPK7tF.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];13/12/2007;National Treasure: Book of Secrets;6.1;1782
139380;0;[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt2089750;Nativity 2: Danger in the Manger!;This sequel to the popular British comedy sees a new teacher (David Tennant) take over. When he enters his school in the National 'Song for Christmas' Competition, he and his pregnant wife, and the schoolchildren, embark on an epic road trip that ends up with a birth and a donkey, where he must embrace his fears and become a hero.;0.619534;/ee0Z7cLbgmPsU7LxwHKw2RzKGtP.jpg;[];21/11/2012;Nativity 2: Danger in the Manger!;5.2;16
295049;0;[{'id': 35, 'name': 'Comedy'}];tt3558642;Nativity 3: Dude, Where's My Donkey?!;This Christmas the pupils of St Bernadette's and their much-loved, madcap teacher Mr. Poppy are back for their biggest adventure yet involving fantastic flashmobs, excitable elves, Christmas carols and of course Archie the donkey! When their new teacher Mr. Shepherd loses his memory and forgets all about Christmas, as well as his fiancée Sophie and the whereabouts of the beloved Archie, it's up to the pupils of St Bernadette's to save the day. Led by the ever enthusiastic Mr Poppy, they embark on a Christmas journey like never before - but time is against them if they are to help Mr Shepherd get to New York in time for his magical yuletide wedding!;1.048.552;/67vYetm1NEQr9X587bXNv8nISF7.jpg;[];14/11/2014;Nativity 3: Dude, Where's My Donkey?!;4.7;9
49522;0;[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt1242447;Nativity!;Martin Freeman is lovelorn teacher Mr Maddens, a former am-dram star whose girlfriend (Ashley Jensen) dumped him over Christmas five years ago and upped sticks, inexplicably, to La-La Land. Yuletide cheer is not his forte, but he's forced to drum some up when Pam Ferris's headmistress earmarks him to direct the Nativity play.;3.717.752;/2B2jctx3iCk60A1SZ0bwZ5PBvNK.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}];27/11/2009;Nativity!;6.2;46
283536;0;[{'id': 18, 'name': 'Drama'}];tt2925768;Ned Rifle;Henry and Fay's son Ned sets out to find and kill his father for destroying his mother's life. But his aims are frustrated by the troublesome Susan, whose connection to Henry predates even his arrival in the lives of the Grim family.;4.235.107;/gMLIyzr3fwPe54HGvMRBhT7vyAu.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];07/09/2014;Ned Rifle;5.6;16
195589;18000000;[{'id': 35, 'name': 'Comedy'}];tt2004420;Neighbors;A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.;1.190.575;/bpj8myebvnTw5HDmzTSI8N6WFYr.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];08/05/2014;Neighbors;6.2;2773
325133;35000000;[{'id': 35, 'name': 'Comedy'}];tt4438848;Neighbors 2: Sorority Rising;A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.;9.914.008;/bWUeJHbKIyT306WtJFRHoSzX9nk.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];04/05/2016;Neighbors 2: Sorority Rising;5.6;1490
24230;0;[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}];tt0107668;Nemesis;In the future, chaos is rampant as 'information terrorists' threaten to destroy order in society. Alex is a part-man, part-machine LAPD cop who is the best at what he does. When one of the terrorists calls him a machine, Alex questions his humanity and decides to leave the force. His final assignment is to apprehend an old colleague who has stolen some data. However, there is more than meets the eye and Alex must question his allegiance.;1.148.313;/klAvhy1F3f2jOS7CCUeQ9JTLo5c.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}];26/12/1992;Nemesis;5.3;40
63105;0;[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];tt0113948;Nemesis 2 - Nebula;It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination.;1.466.491;/mY7SX6aBDumSweQMTCdfrIbMLAa.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];26/09/1995;Nemesis 2 - Nebula;4.6;10
107096;0;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}];tt0113950;Nemesis 3: Time Lapse;Using footage left over from Nemesis 2 and a very thin story line sees Alex again fighting the cyborg mercenaries in 1998 East Africa. This time, Alex finds that she has 20 half sisters who are waiting for her to return to 2077. Central Command wants Alex captured alive and scanned to see if her DNA is a strong and more powerful strain than the normal. But Alex may be too tough for Farnsworth to capture.;0.781245;/hvozm8AuParaWDpwY1fBAXes0Gq.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];18/06/1996;Nemesis 3: Time Lapse;5.3;4
60173;0;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}];tt0113949;Nemesis 4: Death Angel;Alex shoots again. She has to kill a man, but shoots the wrong one. A high ransom is set on her, so she is visited by some head hunters. Well, she only could sit and wait and hope for a friend's help.;1.004.636;/2ZiEWyJNHWwvKsntHUmWT6DEuAA.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];23/12/1996;Nemesis 4: Death Angel;4.4;6
5921;0;[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}];tt0060748;Nevada Smith;Nevada Smith is the young son of an Indian mother and white father. When his father is killed by three men over gold, Nevada sets out to find them and kill them. The boy is taken in by a gun merchant. The gun merchant shows him how to shoot and to shoot on time and correct.;6.974.375;/8kwwtwbvhNQwdkZEa5nZofVy1eP.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];10/06/1966;Nevada Smith;6.9;34
8456;20000000;[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}];tt1023111;Never Back Down;Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.;14.753.931;/6vT35MJ67U3llfi6W7MbM5r2dav.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];04/03/2008;Never Back Down;6.5;511
70006;3000000;[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}];tt1754264;Never Back Down 2: The Beatdown;Four fighters different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in heir midst.;7.964.291;/qeISu4rUk9l9sQTMs86fAoxSx8p.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];13/09/2011;Never Back Down 2: The Beatdown;5.8;138
391757;0;[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}];tt4790268;Never Back Down: No Surrender;Picking up after the events of Never Back Down 2, former MMA champion Case Walker is on the comeback trail to become champion once again.;7.152.451;/dYNS4o4Q4DDLiKRAAvZ9KcrhHuy.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];07/06/2016;Never Back Down: No Surrender;6.8;72
36670;36000000;[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];tt0086006;Never Say Never Again;James Bond returns as the secret agent 007 one more time to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge. This is the last time for Sean Connery as Her Majesty's Secret Agent 007.;10.231.985;/s9tBlhTEW0OtYJdemVMPbRcD7wk.jpg;[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];07/10/1983;Never Say Never Again;5.8;348
11596;14000000;[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}];tt0111686;New Nightmare;Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?;9.860.522;/oLEZibnraixTE68rTaYv4FEmvYd.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];13/10/1994;New Nightmare;6.4;297
20075;0;[{'id': 35, 'name': 'Comedy'}];tt0082163;Nice Dreams;Cheech and Chong house sit for a marijuana grower and rip off the crop. Stalked by keystone-style cops, Los Guys have a series of encounters with L.A. area characters even weirder than themselves;11.389.252;/vmApmNpYqI3gI2H53AfZICC6Skt.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];24/07/1981;Nice Dreams;6.6;38
47404;0;[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}];tt0031721;Nick Carter, Master Detective;Detective Nick Carter is brought in to foil spies at the Radex Airplane Factory, where a new fighter plane is under manufacture.;0.081235;/hzWUZ20wayJO1DvfPvunQmZuAKE.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];15/12/1939;Nick Carter, Master Detective;6.0;1
1593;110000000;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}];tt0477347;Night at the Museum;Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.;16.661.966;/NUbCSwy2EQ9Z6psUjPqr3WdVI2.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}];20/10/2006;Night at the Museum;6.4;2949
18360;150000000;[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt1078912;Night at the Museum: Battle of the Smithsonian;Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.;15.417.181;/qbU6AxmO69bBwu6Tw8HtcRoltAA.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}];20/05/2009;Night at the Museum: Battle of the Smithsonian;5.9;2026
181533;127000000;[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}];tt2692250;Night at the Museum: Secret of the Tomb;When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.;19.539.436;/tWwASv4CU1Au1IukacdSUewDCV3.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];17/12/2014;Night at the Museum: Secret of the Tomb;6.1;1893
24924;1200000;[{'id': 27, 'name': 'Horror'}];tt0093624;Night of the Demons;While conducting a seance during a Halloween party, high-school seniors unlock the demon that remains locked in the crematorium.;6.942.907;/qWUVkyCZUSAMDLycjFoSMMhkDRu.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];14/10/1988;Night of the Demons;6.1;71
27646;10000000;[{'id': 27, 'name': 'Horror'}];tt1268809;Night of the Demons;Angela (Shannon Elizabeth) is throwing a decadent Halloween party at New Orleans' infamous Broussard Mansion. But after the police break up the festivities, Maddie (Monica Keena) and a few friends stay behind. Trapped inside the locked mansion gates, the remaining guests uncover a horrifying secret and soon fall victim to seven vicious, blood-thirsty demons.;3.537.361;/qUvx2qxohVMF2RE0DHT5tls0XmT.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];30/08/2009;Night of the Demons;4.6;42
24925;1300000;[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}];tt0110667;Night of the Demons 2;Angela, the universe's most unpleasant party crasher, returns! Angela's sister, Mouse, is taken by her bullying Catholic school classmates to a party at Angela's favorite haunt, and before long, everybody's being turned into demons and only a butt-kickin' nun, who wields her ruler like a mighty sword of steel, can save the day.;1.939.337;/6GsLJvrOzQJGDaBugIkUDRvnH2Y.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];31/05/1994;Night of the Demons 2;6.0;29
10331;114000;[{'id': 27, 'name': 'Horror'}];tt0063350;Night of the Living Dead;"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.";14.384.198;/faPfcZ181gWmCoMbal7bAXFPFh9.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];01/10/1968;Night of the Living Dead;7.5;591
141614;0;[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}];tt1856053;Niko 2: Lentäjäveljekset;Set right before Christmas, Niko the reindeer must deal with his mom getting re-married and his being tasked with looking after his little stepbrother.;3.232.942;/sWf16fYahpLA44cKKwsAWeGK2nB.jpg;[{'iso_3166_1': 'FI', 'name': 'Finland'}];12/10/2012;Niko 2 - Little Brother, Big Trouble;5.7;14
25741;6100000;[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}];tt0885415;Niko: Lentäjän poika;A young reindeer who suffers from vertigo learns to overcome his fear, takes flying lessons from a clumsy flying squirrel and heads to the North pole to save a troubled Santa and his fleet of flying reindeer.;2.481.381;/7r4Z2bDmjvTY4hHbhCQqqALS3hl.jpg;[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}];22/09/2008;The Flight Before Christmas;5.4;28
10488;37000000;[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}];tt0410377;Nim's Island;A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.;7.558.125;/aK9pn7ivx4P72E5yYZ69A4sChVc.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];03/04/2008;Nim's Island;5.6;341
10068;17000000;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];tt0091635;Nine 1/2 Weeks;An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.;6.706.262;/ngARl6Cwc2P7OBWkGoHJFkGXIPT.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];14/02/1986;Nine 1/2 Weeks;5.8;183
25602;10000000;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];tt1182921;Ninja;A westerner named Casey, studying Ninjutsu in Japan, is asked by the Sensei to return to New York to protect the legendary Yoroi Bitsu, an armored chest that contains the weapons of the last Koga Ninja.;9.203.341;/nKHfHW1NP0ob33mu03tg0N0S2rj.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];22/10/2009;Ninja;5.4;87
28148;0;[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}];tt0087805;Ninja III: The Domination;A female aerobic instructor is possessed by an evil spirit of a fallen ninja when coming to his aid. The spirit seeks revenge on those who killed him and uses the female instructor's body to carry out his mission. The only way the spirit will leave aerobic instructor's body is with the help of another ninja.;2.313.986;/o02icRcB4IOnl4rH7n5P7RCZZcW.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];14/09/1984;Ninja III: The Domination;5.9;18
180894;0;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];tt2458106;Ninja: Shadow of a Tear;Fight everyone and trust no one: it's the code of survival practiced by martial-arts master Casey Bowman after his life of domestic bliss is shattered by a savage act of violence. Vowing revenge, the fearless American stealthily tracks the killer from Osaka to Bangkok to Rangoon with the help of a wise and crafty sensei. His only clues: a series of victims whose necks bear the distinctive mark of strangulation by barbed wire. Fighting to avenge as well as to survive, Casey must sharpen his razor-like responses and take his battle skills to the next level, even using deep meditation to fake his own death. His target: the sinister drug lord Goro, who is flooding the streets with deadly meth cooked at his remote jungle factory. To prepare for his ultimate confrontation, Casey must finally become an invisible warrior worthy of the name Ninja. But just when his prey is cornered, an unexpected twist shows Casey that his battle is only beginning: he truly can trust no one.;5.632.097;/k5uuo4mvWHb80ePDZylN2xvcz7h.jpg;[{'iso_3166_1': 'TH', 'name': 'Thailand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];27/12/2013;Ninja: Shadow of a Tear;5.9;94
